L129_131	Klañv ar bugel e-pad ouzhpenn tri devezh eus an deiziadur ( diskouez un testeni mezeg ) .	klañv ar bugel e-pad ouzhpenn 3 devezh eus an deiziadur (diskouez un testeni mezeg).	# klɑ̃w ar 'byg.ɛl 'e.pɑd 'u.spɛn tri: 'de.vez øz ɑ̃n dɛj.'zjɑ.dyr # 'di.skwɛz œn te.'ste.ni 'me.zɛk #	1	1	0	Skridoù_PHM.txt		cov-1
L129_133	Komzet brezhoneg .	Komzet brezhoneg.	# 'kõm.zɛd bre.'zõ.nɛk #	1	1	0	Skridoù_PHM.txt		cov-1
L129_135	Kornigelloù .	Kornigelloù.	# kɔr.nig.'ɛ.lu #	1	1	0	Skridoù_PHM.txt		cov-5
L129_136	Kornôg Europa .	Kornôg Europa.	# 'kɔr.nog ø.'ro.pa #	1	1	0	Skridoù_PHM.txt		cov-5
L129_141	Kreñvaat ar galloud lec'hel .	Kreñvaat ar galloud lec'hel.	# 'krẽ.vɑd ar 'ga.lut 'lɛh.ɛl #	1	1	0	Skridoù_PHM.txt		cov-1
L129_147	LANGLEIZ Zavier .	LANGLEIZ Zavier.	# 'lɑ̃ŋg.lɛjs 'za.vjɛr #	1	1	0	Skridoù_PHM.txt		cov-1
L129_151	Liamm personelaet .	Liamm personelaet.	# ljɑ̃m pɛr.sõ.'ne.lɛt #	1	1	0	Skridoù_PHM.txt		cov-5
L129_155	Logo en div yezh .	Logo en div yezh.	# 'log.o en diw je:s #	1	1	0	Skridoù_PHM.txt		cov-4
L129_162	Mont war ar genrouedad .	mont war ar genrouedad.	# mõn war ar gɛnr.'we.dɑt #	1	1	0	Skridoù_PHM.txt		cov-4
L129_167	Ne c'hall ket an draezenn ober ar pezh zo reketet .	Ne c'hall ket an draezenn ober ar pezh zo reketet.	# ne xal ked ɑ̃n 'drẽ.zɛn 'o.bɛr ar pe:s zo re.'ke.tɛt #	1	1	0	Skridoù_PHM.txt		cov-6
L129_179	Panell teulioù .	Panell teulioù.	# 'pɑ̃.nɛl 'tø.lju #	1	1	0	Skridoù_PHM.txt		cov-1
L129_206	Ret eo selaou e gorf .	Ret eo selaou e gorf.	# red ɛw 'se.lɔw e gɔrf #	1	1	0	Skridoù_PHM.txt		cov-5
L129_227	Taolenn kroaziet dinamek .	Taolenn kroaziet dinamek.	# 'tɔ.lɛn 'krwa.zjɛt di.'nɑ̃.mɛk #	1	1	0	Skridoù_PHM.txt		cov-3
L129_229	Testeniekadur unan :	Testeniekadur 1 :	# te.ste.ni.e.'kɑ.dyr 'y.nɑ̃n #	1	1	0	Skridoù_PHM.txt		cov-1
L129_237	Tuadurioù politikel e mil nav c'hant dek .	Tuadurioù politikel e 1910	# ty.ɑ.'dyr.ju po.li.'ti.kɛl e mil naw xɑ̃n dek #	1	1	0	Skridoù_PHM.txt		cov-7
L129_243	Ur sizhunvezh evit dibab .	Ur sizhunvezh evit dibab.	# œr si.'zyn.vez 'e.vit 'di.bap #	1	1	0	Skridoù_PHM.txt		cov-3
L129_244	Ur strollad gwazed da skouer , a zeuas da chaseal moc'h-gouez e miz Ebrel mil nav c'hant seizh .	Ur strollad gwazed, da skouer, a zeuas da chaseal moc'h-gouez e miz Ebrel 1907.	# œr 'strɔ.lat 'gwɑ.zɛd dɑ skwe:r # a 'zø.az dɑ ʃa.'se.al 'moh.gwez e mi:z 'e.brɛl mil naw xɑ̃n sɛjs #	1	1	0	Skridoù_PHM.txt		cov-2
L129_246	War an aod .	War an aod.	# war ɑ̃n ɔ:t #	1	1	0	Skridoù_PHM.txt		cov-1
L129_247	War sav ar Re C'hlas !	War sav ar Re C'hlas !	# war saw ar re: xlɑ:s #	1	1	0	Skridoù_PHM.txt		cov-1
L130_003	C'hwec'h mil a euroioù eo ar garedon evit kampion ar bed an henidi .	6000 a euroioù eo ar garedon evit kampion ar bed an henidi.	# xwɛx mil a ø.'ro.ju ɛw ar ga.'re.dõn 'e.vit kɑ̃m.'pi.õn ar be:d ɑ̃n he.'ni.di #	1	1	0	Skridoù_PHM.txt		cov-7
L130_008	An dibaboù :	An dibaboù :	# ɑ̃n di.'bɑ.bu #	1	1	0	Skridoù_PHM.txt		cov-5
L130_016	An holl bredoù a vez pourvezet gant ar vagouri .	An holl bredoù a vez pourvezet gant ar vagouri.	# ɑ̃n ɔl 'bre.du a ve:s pur.'ve.zɛd gɑ̃n ar 'vag.urj #	1	1	0	Skridoù_PHM.txt		cov-5
L130_021	An trede zo o lemmañ ur ganived .	an trede zo o lemmañ ur ganived.	# ɑ̃n 'tre.de zo o 'lɛ.mɑ̃ œr gɑ̃.'ni.vet #	1	1	0	Skridoù_PHM.txt		cov-3
L130_027	Ar gevrat bro , e vez harpet ar c'humunioù evit arc'hantaouiñ .	ar gevrat bro, e vez harpet ar c'humunioù evit arc'hantaouiñ.	# ar 'ge.vrad bro: # e ve:s 'har.pɛd ar xy.'my.nju 'e.vid arx.ɑn.'tɔ.wi #	1	1	0	Skridoù_PHM.txt		cov-2
L130_034	Assevel an dodenn diwar ar patrom .	Assevel an dodenn diwar ar patrom.	# a.'se.vɛl ɑ̃n 'do.dɛn 'di.war ar 'pa.trõm #	1	1	0	Skridoù_PHM.txt		cov-2
L130_036	Bankoù .	Bankoù.	# 'bɑ̃ŋ.ku #	1	1	0	Skridoù_PHM.txt		cov-5
L130_037	Beaj c'halloudel e kalonenn ar meurvorioù .	Beaj c'halloudel e kalonenn ar meurvorioù.	# 'be.aʃ xa.'lu.dɛl e ka.'lõ.nɛn ar mœr.'vor.ju #	1	1	0	Skridoù_PHM.txt		cov-1
L130_038	Bemdez , pep riper a vount , a sach , pe a zoug betek dek tonenn .	Bemdez, pep riper a vount, a sach pe a zoug betek 10 tonenn.	# 'bɛm.dɛs # pep 'ri.pɛr a vunt # a saʃ # pe a zu:k 'be.teg dek 'tõ.nɛn #	1	1	0	Skridoù_PHM.txt		cov-2
L130_042	BILAÑS EUS POLITIKEREZH YEZH RANNVRO BREIZH .	BILAÑS EUS POLITIKEREZH YEZH RANNVRO BREIZH.	# 'bi.lɑ̃s øs po.li.ti.'kɛ.rɛs je:s 'rɑ̃n.vro brɛjs #	1	1	0	Skridoù_PHM.txt		cov-4
L130_050	Da gentañ-penn e vo klasket enfredañ tud eus ar vro , hag ivez kenemprañ ar glaskerien labour .	Da gentañ-penn e vo klasket enfredañ tud eus ar vro hag ivez kenemprañ ar glaskerien labour.	# dɑ gɛn.'tɑ̃.pɛn e vo 'klɑ.skɛd en.'fre.dɑ̃ ty:d øz ar vro # ag 'i.ves ke.'nɛm.prɑ̃ ar glɑ.'sker.jɛn 'lɑ.bur #	1	1	0	Skridoù_PHM.txt		cov-3
L130_054	Dav eo kompren ar pezh a vez goulennet gant an dud , hag ar pezh a ya da heul .	Dav eo kompren ar pezh a vez goulennet gant an dud hag ar pezh a ya da heul.	# daw ɛw 'kõm.prɛn ar pe:z a ve:s gu.'lɛ.nɛd gɑ̃n ɑ̃n dyt # ag ar pe:z a ja dɑ hø:l #	1	1	0	Skridoù_PHM.txt		cov-4
L130_084	Echu ganti .	Echu ganti !	# 'eʃ.y 'gɑ̃n.ti #	1	1	0	Skridoù_PHM.txt		cov-6
L130_095	Er sal liezimplij , er Bourk .	er sal liezimplij, er Bourk.	# er sɑ:l li.e.'zim.pliʒ # er burk #	1	1	0	Skridoù_PHM.txt		cov-4
L130_103	Evel-se , e oa tri fritur eoul , e Douarnenez , e mil eizh kant tri-ugent .	Evel-se e oa 3 « fritur eoul » e Douarnenez e 1860.	# 'e.vɛl.se # e wa tri: 'fri.tyr ewl # e dwar.'nẽ.nɛs # e mil ɛjs kɑ̃n tri.'yg.ɛnt #	1	1	0	Skridoù_PHM.txt		cov-5
L130_111	Furmaozañ emgefreek .	Furmaozañ emgefreek.	# fyr.'mɔ.zɑ̃ emg.e.'fre.ɛk #	1	1	0	Skridoù_PHM.txt		cov-6
L130_113	Gallout a rafemp kaout ezhomm tud all evit evezhiañ ar vugale .	Gallout a rafemp kaout ezhomm tud all evit evezhiañ ar vugale.	# 'ga.lud a 'ra.fɛm kɔwd 'e.zõm ty:d al 'e.vid e.'ve.zjɑ̃ ar vyg.'ɑ.le #	1	1	0	Skridoù_PHM.txt		cov-5
L130_114	Gallout a ra ho familh ober ar memes tra , met gwelloc'h eo lakaat un devezh evit dont en a-raok .	Gallout a ra ho familh ober ar memes tra, met gwelloc'h eo lakaat un devezh evit dont en a-raok.	# 'ga.lud a ra o 'fɑ̃.miʎ 'o.bɛr ar 'me.mɛs trɑ: # mɛt 'gwɛ.lɔh ɛw 'la.kɑd œn 'de.vez 'e.vit dõnd en 'a.rɔk #	1	1	0	Skridoù_PHM.txt		cov-2
L130_118	Ger-tremen .	Ger-tremen.	# ger.'tre.mɛn #	1	1	0	Skridoù_PHM.txt		cov-3
L130_130	Hengounel , ha sonerezh tekno .	hengounel ha sonerezh tekno.	# heng.'u.nɛl # a sõ.'nɛ.rɛs 'tɛg.no #	1	1	0	Skridoù_PHM.txt		cov-2
L130_132	Istor Skaer .	Istor Skaer.	# 'i.stɔr skɛ:r #	1	1	0	Skridoù_PHM.txt		cov-6
L130_144	Kevreer ilin .	Kevreer ilin.	# ke.'vre.ɛr 'i.lin #	1	1	0	Skridoù_PHM.txt		cov-5
L130_146	Krec'h kleiz .	Krec'h kleiz.	# krex klɛjs #	1	1	0	Skridoù_PHM.txt		cov-1
L130_148	Kristian Troadeg , maer Karaez war ar renk .	Kristian Troadeg, maer Karaez war ar renk.	# 'kri.stjɑ̃n 'trwɑ.dɛk # mɛ:r ka.'ra.ɛs war ar rẽŋk #	1	1	0	Skridoù_PHM.txt		cov-7
L130_160	Louc'h ekologel .	louc'h ekologel.	# luh e.ko.'log.ɛl #	1	1	0	Skridoù_PHM.txt		cov-2
L130_165	Marevezh meur al lien .	Marevezh meur al lien.	# ma.'re.vez mø:r al 'li.ɛn #	1	1	0	Skridoù_PHM.txt		cov-3
L130_168	Merkañ evel echu .	Merkañ evel echu.	# 'mɛr.kɑ̃ 'e.vɛl 'eʃ.y #	1	1	0	Skridoù_PHM.txt		cov-5
L130_177	Nac'h pep tra .	Nac'h pep tra.	# nax pep trɑ: #	1	1	0	Skridoù_PHM.txt		cov-1
L130_185	Ouzhpennañ ur roll .	Ouzhpennañ ur roll.	# u.'spɛ.nɑ̃ œr rɔl #	1	1	0	Skridoù_PHM.txt		cov-2
L130_188	Paneveto ne vije ket bet eus an astenn internet breizhat .	Paneveto ne vije ket bet eus an astenn internet breizhat.	# pɑ̃.ne.'ve.to ne 'vi.ʒe ket bed øz ɑ̃n 'a.stɛn in.'tɛr.nɛt 'brɛj.zat #	1	1	0	Skridoù_PHM.txt		cov-7
L130_195	Petra a c'hoarvez ma tivizit ober gant pik bezedach , evit ho lec'hienn ?	Petra a c'hoarvez ma tivizit ober gant pik bzh evit ho lec'hienn ?	# 'pe.tra a 'xwar.vɛs ma ti.'vi.zid 'o.bɛr gɑ̃n pig be.'ze.daʃ # 'e.vit o 'leh.jɛn #	1	1	0	Skridoù_PHM.txt		cov-1
L130_205	Renerezh hollek ar sevenadur .	Renerezh hollek ar sevenadur.	# re.'nɛ.rɛs 'ɔ.lɛg ar se.ve.'nɑ.dyr #	1	1	0	Skridoù_PHM.txt		cov-2
L130_211	Rummatadour ar gorilhed : ur genad .	Rummatadur ar gorilhed : ur genad.	# ry.ma.'tɑ.dur ar go.'riʎ.ɛt # œr 'gɛ.nat #	1	1	0	Skridoù_PHM.txt		cov-5
L130_214	Serr e vez ar studi da Sadorn .	Serr e vez ar studi da Sadorn.	# sɛ:r e ve:z ar 'sty.di dɑ 'sɑ.dɔrn #	1	1	0	Skridoù_PHM.txt		cov-2
L130_221	Skoazeller buhez sokial .	Skoazeller buhez sokial.	# skwa.'zɛ.lɛr 'by.ɛs so.'ki.al #	1	1	0	Skridoù_PHM.txt		cov-3
L130_242	Ur fazi zo er formulenn skriverezet ganeoc'h .	Ur fazi zo er formulenn skriverezet ganeoc'h.	# œr 'fɑ.zi zo er fɔr.'my.lɛn skri.ve.'re.zɛd gɑ̃.'ne.ɔx #	1	1	0	Skridoù_PHM.txt		cov-1
L130_245	Ur seurt birvilh a vefe gant al lennegezh vrezhonek enta .	Ur seurt birvilh a vefe gant al lennegezh vrezhonek enta.	# œr sœrt 'bir.viʎ a 've.fe gɑ̃n al lɛ.'neg.ez vre.'zõ.nɛg 'en.ta #	1	1	0	Skridoù_PHM.txt		cov-1
L131_001	Daouzek eurvezh a ya hebiou etre daou C'hourlanv , daouzek eurvezh ivez , etre daou Zaere .	12 eurvezh a ya hebiou etre daou C'hourlanv, 12 eurvezh ivez etre daou Zaere.	# 'dɔw.zeg 'œr.vez a ja 'e.biw 'e.tre dɔw xur.'lɑ̃.no # 'dɔw.zeg 'œr.vez 'i.ves # 'e.tre dɔw 'zɛ.re #	1	1	0	Skridoù_PHM.txt		cov-4
L131_009	Teir abadenn digustum :	3 abadenn digustum :	# tɛjr a.'bɑ.dɛn dig.'y.stym #	1	1	0	Skridoù_PHM.txt		cov-1
L131_011	Adalek ar bloavezhioù mil nav c'hant dek ha tri-ugent , betek hiziv .	Adalek ar bloavezhioù 1970 betek hiziv.	# a.'dɑ.lɛg ar blwa.'ve.zju mil naw xɑ̃n deg a tri.'yg.ɛnt # 'be.teg 'hi.ziw #	1	1	0	Skridoù_PHM.txt		cov-6
L131_015	Al label " Ya unan " roet da Blougastell-Daoulaz .	Al label "Ya 1" roet da Blougastell-Daoulaz.	# al 'lɑ.bɛl # ja 'y.nɑ̃n # 'ro.ɛt dɑ blug.a.stel.'dɔw.las #	1	1	0	Skridoù_PHM.txt		cov-4
L131_016	An dud divyezhek zo boas da cheñch yezh abaoe ma'z int bugale , hag e-se e vez aesoc'h dezho ersaviñ buan .	An dud divyezhek zo boas da cheñch yezh abaoe ma'z int bugale hag e-se e vez aesoc'h dezho ersaviñ buan.	# ɑ̃n dyd diw.'je.zɛk zo bwɑ:s dɑ ʃɛ̃ʃ je:z a.'bɔ.we maz in byg.'ɑ.le # ag 'e.se e ve:z 'ɛ.sɔx 'de.zo ɛr.'sɑ.vi 'by.ɑ̃n #	1	1	0	Skridoù_PHM.txt		cov-5
L131_035	Bep a chekenn eizh kant euro a oa bet roet dezho , ar pezh a skoazello anezho evit kenderc'hel gant o studioù .	Bep a chekenn 800 euro a oa bet roet dezho, ar pezh a skoazello anezho evit kenderc'hel gant o studioù.	# beb a 'ʃe.kɛn ɛjs kɑ̃n 'ø.ro a wa bet 'ro.ɛt 'de.zo # ar pe:z a skwa.'zɛ.lo ɑ̃.'ne.zo 'e.vit kɛn.'dɛrx.ɛl gɑ̃n o sty.'di.u #	1	1	0	Skridoù_PHM.txt		cov-4
L131_042	Chom hep merkañ an hevelep meneg div wezh , evit ar pezh a sell , ouzh an anvioù-lec'h , peurgetket .	chom hep merkañ an hevelep meneg 2 wezh, evit ar pezh a sell ouzh an anvioù-lec'h peurgetket.	# ʃɔm hep 'mɛr.kɑ̃ ɑ̃n he.'ve.lep 'me.nɛk diw wes # 'e.vid ar pe:z a sɛl # uz ɑ̃n ɑ̃.no.'ju.lɛx # pœrg.'et.ket #	1	1	0	Skridoù_PHM.txt		cov-4
L131_056	Dindan peder eurvezh warn-ugent , e vez live ar mor div wech en e uhelañ , ha div wech en e izelañ .	Dindan 24 eurvezh e vez live ar mor div wech en e uhelañ ha div wech en e izelañ.	# 'din.dɑ̃n 'pe.dɛr 'œr.vɛs war.'nyg.ɛnt # e ve:s 'li.ve ar mo:r diw weʃ en e y.'ɛ.lɑ̃ # a diw weʃ en e i.'ze.lɑ̃ #	1	1	0	Skridoù_PHM.txt		cov-3
L131_060	Diskouez ar marzioù .	Diskouez ar marzioù.	# 'di.skwɛz ar 'mar.zju #	1	1	0	Skridoù_PHM.txt		cov-2
L131_066	Diwarne e oa bet aozet da daolennoù koar kentañ .	Diwarne e oa bet aozet da daolennoù koar kentañ.	# di.'war.ne e wa bed 'o.zɛt dɑ dɔ.'lɛ.nu kwɑ:r 'kɛn.tɑ̃ #	1	1	0	Skridoù_PHM.txt		cov-2
L131_068	Dont a ra war wel efedusted al labour frammañ , kaset da benn gant an aozadurioù micherel .	Dont a ra war wel efedusted al labour frammañ kaset da benn gant an aozadurioù micherel.	# dõnd a ra war wel e.fe.'dy.stɛd al 'lɑ.bur 'frɑ̃.mɑ̃ # 'ka.sɛt dɑ bɛn gɑ̃n ɑ̃n o.zɑ.'dyr.ju miʃ.'e.rɛl #	1	1	0	Skridoù_PHM.txt		cov-5
L131_079	E bourzh ar vag emañ ar werzhadeg , met a-wechoù e veze kaset ar werzh war-raok war an douar ivez .	E bourzh ar vag emañ ar werzhadeg, met a-wechoù e veze kaset ar werzh war-raok war an douar ivez.	# e burz ar vɑg 'e.mɑ̃ ar wɛr.'zɑ.dɛk # mɛd a.'weʃ.u e 've.ze 'ka.sɛd ar wɛrs 'war.rɔg war ɑ̃n 'du.ar 'i.ves #	1	1	0	Skridoù_PHM.txt		cov-6
L131_081	Echuiñ an adwel .	Echuiñ an adwel.	# eʃ.'y.i ɑ̃n 'a.dwɛl #	1	1	0	Skridoù_PHM.txt		cov-3
L131_087	Emgav ar c'habared , gant esparadennoù ar sirk .	Emgav ar c'habared gant esparadennoù ar sirk.	# 'emg.af ar xa.'bɑ.rɛt # gɑ̃n e.spa.rɑ.'dɛ.nu ar sirk #	1	1	0	Skridoù_PHM.txt		cov-5
L131_114	Gant se e oa kengred etre an dud ivez ha plijadur a veze ganto o riboulat da vare an Ened .	Gant se e oa kengred etre an dud ivez ha plijadur a veze ganto o riboulat da vare an Ened.	# gɑ̃n se e wa 'kɛng.red 'e.tre ɑ̃n dyd 'i.ves a pli.'ʒɑ.dyr a 've.ze 'gɑ̃n.to o ri.'bu.lat dɑ 'vɑ.re ɑ̃n 'e.nɛt #	1	1	0	Skridoù_PHM.txt		cov-7
L131_119	Gouezet he deus kas he gennad gounezvouederezh war-raok .	Gouezet he deus kas he gennad gounezvouederezh war-raok.	# 'gwe.zɛt e døs kas e 'gɛn.nat gu.nez.vwe.'dɛ.rɛs 'war.rɔk #	1	1	0	Skridoù_PHM.txt		cov-5
L131_120	Goulenn emezelañ ouzh ar stignad chekennoù implij kevredigezhel .	Goulenn emezelañ ouzh ar stignad "chekennoù implij kevredigezhel".	# 'gu.lɛn e.me.'ze.lɑ̃ uz ar 'stiɲ.ɑt ʃe.'kɛ.nu 'im.pliʃ ke.vre.dig.'e.zɛl #	1	1	0	Skridoù_PHM.txt		cov-1
L131_126	Gwelloc'h evit ur prezeg hir , e tiskouez mat plas bras ar merc'hed en hor c'hevredigezh .	Gwelloc'h evit ur prezeg hir, e tiskouez mat plas bras ar merc'hed en hor c'hevredigezh.	# 'gwɛ.lɔh 'e.vid œr 'pre.zɛk hi:r # e 'ti.skwɛs mɑ:t plas brɑ:z ar 'mɛrx.ɛd en ɔr xɛ.vre.'dig.ɛz #	1	1	0	Skridoù_PHM.txt		cov-5
L131_142	Keitad eurvezhioù dre viz .	Keitad eurvezhioù dre viz.	# 'kɛj.tad ør.'ve.zju dre vi:s #	1	1	0	Skridoù_PHM.txt		cov-2
L131_145	Kenwerzh elektronek .	Kenwerzh elektronek.	# 'kɛ.nwɛrz e.lɛk.'trõ.nɛk #	1	1	0	Skridoù_PHM.txt		cov-3
L131_154	Kreskiñ a ra ar marc'had etre pemp ha c'hwec'h dre gant ar bloaz .	Kreskiñ a ra ar marc'had etre 5 ha 6% ar bloaz.	# 'kre.ski a ra ar 'marx.ad 'e.tre pɛm a xwɛx dre gɑ̃n ar blwɑ:s #	1	1	0	Skridoù_PHM.txt		cov-6
L131_158	Kuzul skiantel .	Kuzul skiantel.	# 'ky.zyl ski.'ɑ̃n.tɛl #	1	1	0	Skridoù_PHM.txt		cov-3
L131_159	Laz-kanañ , ar Bod-lojañ .	Laz-kanañ ar Bod-lojañ.	# la.'skɑ.nɑ̃ # ar bo.'dlo.ʒɑ̃ #	1	1	0	Skridoù_PHM.txt		cov-2
L131_161	Liammet e oa ouzh hini Reun Anjev .	Liammet e oa ouzh hini Reun Anjev.	# 'ljɑ̃.mɛd e wa us 'hi.ni rø:n 'ɑ̃n.ʒɛw #	1	1	0	Skridoù_PHM.txt		cov-3
L131_164	Lodennoù dispartiet .	Lodennoù dispartiet.	# lo.'dɛ.nu di.'spar.tjɛt #	1	1	0	Skridoù_PHM.txt		cov-5
L131_171	Mirourez ar mirdioù .	mirourez ar mirdioù.	# mi.'ru.rɛz ar mir.'di.u #	1	1	0	Skridoù_PHM.txt		cov-6
L131_189	Paotred yaouank zo o tougen arched ar bugel , evel ma oa ar c'hiz .	Paotred yaouank zo o tougen arched ar bugel, evel ma oa ar c'hiz.	# 'pɔ.trɛd 'jɔ.wɑ̃ŋk zo o 'tug.ɛn 'arʃ.ɛd ar 'byg.ɛl # 'e.vɛl ma wa ar xis #	1	1	0	Skridoù_PHM.txt		cov-7
L131_201	Salioù :	Salioù :	# 'sɑ.lju #	1	1	0	Skridoù_PHM.txt		cov-6
L131_204	Savet e vo a-nevez un ti ar c'hevredigezhioù , ac'hann da daou vil naontek .	Savet e vo a-nevez un ti ar c'hevredigezhioù ac'hann da 2019.	# 'sɑ.vɛd e vo a.'ne.vɛz œn ti: ar xɛ.vre.dig.'ɛ.zju # 'ah.ɑ̃n dɑ dɔw vi:l 'nɑ̃wn.tek #	1	1	0	Skridoù_PHM.txt		cov-7
L131_205	Servij kinniget !.	Servij kinniget :	# 'sɛr.viʃ ki.'nig.ɛt #	1	1	0	Skridoù_PHM.txt		cov-2
L131_207	Sikouret e vezont a-enep tagerien brasoc'h , hag o difenn a ra diouzh ar preizherien .	Sikouret e vezont a-enep tagerien brasoc'h hag o difenn a ra diouzh ar preizherien.	# si.'ku.rɛd e 've.zõnd a.'e.nɛp tag.'er.jɛn 'brɑ.sɔx # ag o 'di.fɛn a ra djuz ar prɛj.'zer.jɛn #	1	1	0	Skridoù_PHM.txt		cov-4
L131_215	Stank ha kempennet mat e oa rouedad hentoù ar C'halianed .	Stank ha kempennet mat e oa rouedad hentoù ar C'halianed.	# stɑ̃ŋg a kɛm.'pɛ.nɛd mɑ:d e wa 'rwe.dat 'hɛn.tu ar xa.'ljɑ̃.nɛt #	1	1	0	Skridoù_PHM.txt		cov-4
L131_225	Tem daou : Panellerezh .	Tem 2 : Panellerezh.	# tɛm dɔw # pɑ̃.nɛ.'lɛ.rɛz #	1	1	0	Skridoù_PHM.txt		cov-2
L131_227	Testeniekadur daou :	Testeniekadur 2 :	# te.ste.ni.e.'kɑ.dyr dɔw #	1	1	0	Skridoù_PHM.txt		cov-6
L131_228	Teuliad dudioù an hañv .	Teuliad dudioù an hañv.	# 'tø.ljat dy.'di.u ɑ̃n hɑ̃: #	1	1	0	Skridoù_PHM.txt		cov-5
L132_003	Adalek neuze , ne oa ket ken klask ar gened ar sujed nemetañ en Azginivelezh .	Adalek neuze ne oa ket ken klask ar gened ar sujed nemetañ en Azginivelezh.	# a.'dɑ.lɛg 'nø.ze # ne wa ket ken klask ar 'ge.nɛd ar 'sy.ʒɛt ne.'me.tɑ̃ en azg.i.ni.'ve.lɛs #	1	1	0	Skridoù_PHM.txt		cov-1
L132_004	Al loened doñv , hag o hendadoù gouez .	Al loened doñv hag o hendadoù gouez.	# al 'lwẽ.ned dõ: # ag o hen.'da.du gwe:s #	1	1	0	Skridoù_PHM.txt		cov-5
L132_012	An Oktant .	An Oktant.	# ɑ̃n 'ɔk.tɑ̃nt #	1	1	0	Skridoù_PHM.txt		cov-1
L132_014	Ar bugel :	Ar bugel :	# ar 'byg.ɛl #	1	1	0	Skridoù_PHM.txt		cov-3
L132_020	Ar Patrom .	Ar Patrom.	# ar 'pa.trõm #	1	1	0	Skridoù_PHM.txt		cov-2
L132_043	Dalc'het e vez kont eus an diorren padus , er c'henober daoudu .	dalc'het e vez kont eus an diorren padus er c'henober daoudu.	# 'dalx.ɛd e ve:s kõnd øz ɑ̃n di.'ɔ.rɛn 'pɑ.dys # er xe.'no.bɛr 'dɔw.dy #	1	1	0	Skridoù_PHM.txt		cov-4
L132_053	Dehou roueelour .	Dehou roueelour.	# 'de.u ru.e.'e.lur #	1	1	0	Skridoù_PHM.txt		cov-4
L132_057	Diduamantoù .	Diduamantoù.	# di.dy.ɑ̃.'mɑ̃n.tu #	1	1	0	Skridoù_PHM.txt		cov-3
L132_063	Dre e unanvet albom warn-ugent , e laka ac'hanomp da c'houzout hiroc'h , diwar-benn istor ha hunvreoù e vuhez .	Dre e 21vet albom e laka ac'hanomp da c'houzout hiroc'h diwar-benn istor ha hunvreoù e vuhez.	# dre e y.'nɑ̃n.ved 'al.bɔm war.'nyg.ɛnt # e 'la.ka ah.'ɑ̃.nõm dɑ 'xu.zut 'hi.rɔx # di.'war.bɛn 'i.stɔr a hyn.'vre.u e 'vy.ɛs #	1	1	0	Skridoù_PHM.txt		cov-2
L132_066	E mil pevar c'hant pevar warn-ugent , e oa bet lakaet maen kentañ an tourioù , hag un tregont vloaz bennak e oa padet ar chanter .	E 1424 e oa bet lakaet maen kentañ an tourioù, hag un tregont vloaz bennak e oa padet ar chanter.	# e mil 'pe.var xɑ̃n 'pe.var war.'nyg.ɛnt # e wa bet 'la.kɛt mẽ:n 'kɛn.tɑ̃ ɑ̃n 'tur.ju # ag œn 'treg.õn vlwas 'bɛ.nag e wa 'pɑ.dɛd ar 'ʃɑ̃n.tɛr #	1	1	0	Skridoù_PHM.txt		cov-3
L132_068	Eilad eus ar paper anavezout ma'z eus unan .	Eilad eus ar paper anavezout ma'z eus unan.	# 'ɛj.lad øz ar 'pa.pɛr ɑ̃.na.'ve.zut maz øz 'y.nɑ̃n #	1	1	0	Skridoù_PHM.txt		cov-3
L132_071	E-kreiz an nivlenn emañ ar gorrenn wenn , anezhi dilerc'h eus kalon ar steredenn .	E-kreiz an nivlenn emañ ar gorrenn wenn, anezhi dilerc'h eus kalon ar steredenn.	# 'e.krɛjz ɑ̃n 'ni.vlɛn 'e.mɑ̃ ar 'gɔ.rɛn wɛn # ɑ̃.'ne.zi 'di.lɛrh øs 'kɑ.lõn ar ste.'re.dɛn #	1	1	0	Skridoù_PHM.txt		cov-3
L132_073	Emgav war-lerc'h .	Emgav war-lerc'h.	# 'emg.af 'war.lɛrx #	1	1	0	Skridoù_PHM.txt		cov-3
L132_082	Erruet eo e Gwengamp e penn kentañ ar sezon , ha mont a raio da Roazhon pa vo echu .	Erruet eo e Gwengamp e penn kentañ ar sezon, ha mont a raio da Roazhon pa vo echu.	# ɛ.'ry.ɛd ɛw e 'gwɛng.ɑ̃mb e pɛn 'kɛn.tɑ̃ ar 'se.zõn # a mõnd a 'ra.jo dɑ 'rwɑ.zõn pa vo 'eʃ.y #	1	1	0	Skridoù_PHM.txt		cov-2
L132_087	Evit an drede lodenn , e rankit tapout tri askornig gris war un dro , hag a lakait a-gostez , hag unan goude .	Evit an drede lodenn e rankit tapout tri askornig gris war un dro, hag a lakait a-gostez, hag unan goude.	# 'e.vid ɑ̃n 'dre.de 'lo.dɛn # e 'rɑ̃ŋ.kit 'ta.put tri: a.'skɔr.nig gri:s war œn dro # ag a 'la.kajd ag.'ɔ.stɛs # ag 'y.nɑ̃n 'gu.de #	1	1	0	Skridoù_PHM.txt		cov-5
L132_096	Gallout a rit ouzhpennañ ur gont postel diwezhatoc'h .	Gallout a rit ouzhpennañ ur gont postel diwezhatoc'h.	# 'ga.lud a rid u.'spɛ.nɑ̃ œr gõn 'pɔ.stɛl di.we.'za.tɔx #	1	1	0	Skridoù_PHM.txt		cov-6
L132_102	Goulenn mirout .	Goulenn mirout.	# 'gu.lɛn 'mi.rut #	1	1	0	Skridoù_PHM.txt		cov-3
